timestamp,temp definition °c,dew point definition °c,rel hum definition %,wind_u,wind_v,pm25,upwind_pm25,transport_potential,wind_alignment
2023-07-16 23:00:00+00:00,25.8,18.0,62.0,-13.367167857224974,-14.33453255173574,24.0,26.790430545408032,6.784101940774982,0.0253797418984682
2023-07-17 00:00:00+00:00,22.6,19.6,83.0,-7.9195959492893335,-7.919595949289331,31.0,35.94158353465973,4.2409815557051465,0.05840661755319526
2023-07-17 01:00:00+00:00,22.0,19.0,83.0,-5.048424097670396,-6.461688179575121,25.0,33.381668859878495,2.156945283277847,-0.05723462634134732
2023-07-17 02:00:00+00:00,21.7,19.4,87.0,-4.7669002472652435,-9.355568503977862,24.0,30.13953710017391,0.778257374997886,-0.23657286910126835
2023-07-17 03:00:00+00:00,21.4,18.7,85.0,-3.914050452601384,-13.649916082324129,24.0,31.334994875151686,-1.6688718249625407,-0.40721809201067544
2023-07-17 04:00:00+00:00,20.7,18.1,85.0,-2.283943189587373,-14.42024977268901,29.0,38.389335860302964,-3.4700539053901323,-0.5083949550279985
2023-07-17 05:00:00+00:00,20.5,17.7,84.0,-3.23929518255166,-14.030928932907386,29.0,42.57117301380119,-2.4384726153476683,-0.4514132326213101
2023-07-17 06:00:00+00:00,19.9,17.1,84.0,-4.3004153945436085,-11.202965117966418,30.0,42.91993123652881,-0.3663267314057416,-0.33114039182711524
2023-07-17 07:00:00+00:00,19.4,16.4,83.0,-5.775660331676361,-12.972345498524934,28.0,42.381462292905375,0.3099316594846131,-0.2842461799749931
2023-07-17 08:00:00+00:00,19.1,15.6,80.0,-3.571702822414785,-13.329776402789143,22.0,35.82900370909894,-1.8607884470531508,-0.4220798711245231
2023-07-17 09:00:00+00:00,18.5,15.1,80.0,-1.547740661245369,-12.60533612584479,16.0,27.802372494888882,-3.447155702873625,-0.535973892486509
2023-07-17 10:00:00+00:00,18.0,14.6,80.0,0.42577385977051563,-12.192568089632967,14.0,23.665957480813237,-5.107523702312802,-0.651532236933958
2023-07-17 11:00:00+00:00,18.4,14.4,78.0,0.41530401075976525,-11.89275084152724,12.0,19.24946811060993,-4.981928857173964,-0.6515322369339581
2023-07-17 12:00:00+00:00,20.1,16.0,77.0,-3.2231247291258507,-9.360633898433237,11.0,15.77185375988834,-0.647379439182392,-0.36190679491522104
2023-07-17 13:00:00+00:00,21.5,16.4,73.0,-7.212489168102786,-7.212489168102784,10.0,12.77663341386389,3.8623224882314724,0.058406617553195234
2023-07-17 14:00:00+00:00,22.9,16.4,67.0,-10.855015630802255,-6.782966582185022,10.0,16.22918341189291,7.387576455467199,0.26956105882972153
2023-07-17 15:00:00+00:00,24.0,16.7,64.0,-15.124002909254665,-5.805560782633867,11.0,23.864597377760564,11.702422670576304,0.43785459215109546
